Serial_Number,SourceLib,HMDB_Number,Compound,name_short,Derivatized_compound_name,Parent_Mass_of_derivatized_compound,RT,RI,MZ,Intensity,Intercept,Slope,,
44,Organic Acid,,Methylmalonic acid,,,,14.159,1228.29,41.1 42.1 43.1 44.1 45.1 46.1 47.1 48.1 49.1 50.1 51.1 52.1 53 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62 63.1 66.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.1 79.9 81.1 82.2 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90 91.1 92.2 93.2 94.1 97 98.1 99.1 100.1 101.1 102 103.1 104 105.1 106 107 107.9 108.2 108.9 110.1 111.1 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120 121.1 122 122.9 125 126.1 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136 137 139 140.9 142.2 143.1 144.1 145.2 147.2 148.1 149.1 150.1 151.1 152.1 153 154.1 155 157.1 158.1 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167 168 169.1 169.9 171.1 172.1 173.1 174.1 175.1 176.1 177.1 178.1 179.1 180 181.1 185.1 187.1 188.1 189.1 190.1 191.1 192.1 193.1 194 195.1 197.1 198 199.1 201.2 202.2 203.1 204.1 205.1 206.1 207.1 208.1 209.1 215.1 217.2 218.2 219.2 220.2 221.2 222.1 223.1 224 225 226.1 228.1 229.1 231.1 232.1 233.1 234.1 235.1 242.1 243.1 244.1 245.2 247.2 248.1 249.1 250.2 251.1 252.1 262.2 263.2 264.2 265.1 266.1 267 268.1 281.1 282.2 283 292.1 316.1 317.2 318.1 319.2 320 321.2 323.2 335.2 336.2 337.1 360.1 361.2 409.3 410.3 411.2 412.3 413.3,2304 4919 58448 52168 246528 17296 63064 3224 1980 280 7520 15745 6209 3599 111472 434368 92720 55248 113984 17952 46432 3091 2101 366144 5568 14283 19192 132352 2476032 235200 519232 36304 22688 1731 1184 803 7876 1592 95464 7805 15304 65112 21824 5376 11071 1338 1871 341 1360 96904 881 873 12297 3773 8985 10146 28024 5092 18656 2585 2127 462 457 637 209 582 89208 10904 74320 146944 127464 14942 23296 3019 1722 315 234 302 200 3143 4546 146112 93720 234560 39320 331584 48016 29008 2712 1048 199 428 1061 12858 6208 16520 8387584 1804800 969472 99304 27704 2545 860 353 483 156224 20016 12318 2350 2910 1714 47632 8437 3992 535 212 1785 899 453 1750 66384 14428 10837 20408 4139 4961 1192 382 839 337 428 9053 2330 4507 35424 20744 11909 2766 923 736 161 656 224 1196 2567 116640 22496 10975 1687 2138 614 435 343 38080 809088 163200 71200 14690 2822 1012 873 531 160 565 303 66896 13164 6370 933 341 1266 3552 1114 1581 880704 180160 83552 11419 2540 288 100960 23408 10118 1737 1760 536 235 916 198 161 177 1162 413 250 583 177 477 151 2848 902 455 333 195 7433 2949 1723 398 154 ,0.14195,1.44069,0.9802,0.9752
31,Serum,HMDB00211,Myo-Inositol,MYO,"Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-",612,33.348,2100,44 45.1 59.1 73.1 74.1 75.1 80 81 82.2 83 84.1 85.1 87.15 88.05 89.05 91.05 93.05 93.95 94.95 95.95 96.95 98.05 99.05 100.05 101.05 102.05 103.05 104.05 105.15 107.05 108.95 111.05 112.05 112.95 114.05 115.05 116.05 117.05 118.05 119.05 125.05 127.05 128.05 129.05 130.15 131.1 132 133.1 134.1 135.1 141.2 142.1 143.1 144.1 145.1 147.1 148.1 149.1 150 151 153.1 155.1 156.3 157 158 159 161.1 162 163.1 169.1 170.1 173 175 176.2 177.15 179.05 181.15 184.95 186.95 189.05 190.15 191.15 192.15 193.05 194.15 195.05 201.05 204.05 205.05 206.05 207.05 207.95 209.05 215.05 217.05 218.05 219.15 220.15 221.05 222.1 223 229.1 230.2 231.2 233.1 242.9 244 245 265.1 266.1 267.1 268.05 277.25 278.15 291.05 292.15 293.15 293.95 295.05 303.25 305.15 306.15 307.15 308.15 309.15 318.2 319.2 320.2 321.2 322.2 343.1 345.1 367.15 368.25 369.15 379.15 393.15 394.25 395.35 419.2 432.3 433.2 434.2 435.2 507.2,6703 26312 6868 341696 28208 19664 196 1196 272 972 345 1179 1120 491 410 346 211 301 279 198 265 231 969 211 2279 848 14953 1679 965 191 489 1170 200 1015 222 923 1086 2310 411 1123 282 796 341 16151 2056 6687 982 15146 2186 1591 373 388 3430 444 660 76208 12140 6456 746 174 196 413 207 999 173 560 648 182 370 437 173 275 661 252 795 226 173 186 264 2207 3343 35408 6300 2884 463 203 435 19624 5622 2099 2331 401 236 519 51760 10370 4980 708 4017 842 507 298 1181 572 172 374 209 197 5985 1608 846 172 156 259 4034 1173 1421 298 174 231 29136 9172 4338 952 290 14912 6827 2575 867 219 487 224 1383 521 263 216 559 484 202 297 1193 1116 609 237 252,-0.1416,0.0126,,
116,Saliva,NA,Myoinositol,NA,Myoinositol,NA,,-1,45.05 73.05 74.05 75.05 81.1 82.1 83 84 85.1 87.1 88 89.1 89.9 90.9 92 93 95.1 96.1 97 98 99.1 100 101.1 102.1 103.1 104.1 105 106.1 109.1 111 112 113 114.1 115 116 117 118 119 120 121 125.15 126.05 127.05 128.15 129.05 130.15 131.05 132.05 133.05 134.05 135.05 136.15 139.05 140.95 142.05 143.05 144.05 145.05 147.05 148.05 149.05 150.05 150.95 153.05 155.05 156.05 157.05 158.15 158.95 161.05 161.95 162.95 164.05 164.95 167.1 169 171.1 173 175 176 177 178.1 179 181.1 183 185.1 187.1 189 190.1 191.1 192.1 193.1 194 195 201 201.8 204.1 205.1 206.1 207 208 209 213.15 215.05 217.15 218.15 219.15 220.25 221.05 222.15 223.05 223.95 229.05 230.05 231.05 232.05 233.05 235.05 239.05 243.05 244.05 245.05 255 256.9 257.2 265.1 266.1 267.1 268.2 271.1 277.2 278.1 279.1 281 289 291.1 292.1 293.1 294.2 295 303.25 305.15 306.15 307.15 308.05 309.15 310.25 318.15 319.15 320.15 321.15 322.05 329.15 331.05 332.05 343.1 344.1 345.1 367.1 368.1 369.2 370.1 378.2 379.1 380 393.25 394.15 395.15 407.25 408.25 417.15 418.15 419.15 420.25 420.95 432.2 433.3 434.3 435.3 436.2 507.15 508.25 509.15,25656 328320 27592 19112 1738 197 1245 194 1108 941 419 651 194 234 213 164 181 312 346 245 938 242 2219 920 16592 1713 1342 229 319 870 181 1122 264 834 1128 2390 390 1442 216 157 235 195 919 377 19776 2287 8055 1262 18032 2519 1630 227 223 446 466 4167 516 1050 98784 15454 8885 831 562 263 517 358 1413 237 388 1818 327 668 150 199 165 255 231 517 1453 211 1324 253 199 219 202 294 228 3064 3285 48328 9052 4641 645 217 438 183 24632 5888 2316 2956 857 282 182 927 74552 13987 6607 963 5638 1079 717 217 344 1529 991 253 181 293 274 952 327 350 293 167 162 11806 2759 1567 330 234 431 378 322 209 239 6777 1913 2702 521 328 300 59840 18400 8845 1873 450 153 31560 12876 5435 1436 292 202 351 191 908 296 312 3611 974 625 167 151 362 157 1878 758 386 206 163 246 164 596 179 168 3746 2602 1481 500 185 792 371 196 ,,,,
97,Saliva,NA,Nicotinic acid,NA,Nicotinic acid,NA,,1328,43.2 45.2 47.2 50.2 51.2 52.2 53.1 59.1 73.1 75.1 77.1 78.1 79.1 80.1 81.1 82.3 83.1 84.1 85.1 86.1 90.1 92.15 93.15 94.15 95.15 96.15 100.15 104.15 106.15 107.15 108.15 109.15 110.15 120.05 121.05 122.05 123.15 134.05 136.05 137.05 138.05 139.15 150.1 151.1 162.1 164 180.1 181.1 182.1 183.1 194.15 195.15 196.15 197.05,37832 82680 28360 43416 136704 17472 16864 18392 49480 39320 28760 300032 19144 1687 1437 1075 3369 1535 1203 1010 15179 2159 4283 2369 1261 843 692 1190 280704 20096 2702 2774 1326 4300 707 4626 768 1559 289984 38120 11960 955 1746 927 1219 1359 428096 59736 19712 1497 3339 10506 1760 578 ,,,,
60,Organic Acid,,o-Hydroxyphenylacetic acid ,,,,22.13,1580.55,41.1 42.1 43.1 44.1 45.1 46.1 47.1 48.1 49.1 50.1 51.1 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67.1 68 69.1 70.1 71.1 72.2 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95.1 96.1 97.1 98.1 99.1 100.1 101.1 102.1 103.1 104.1 105.1 106.1 107.1 108.1 109.1 110.1 111.1 111.8 113 114 115.1 116.1 117.1 118.1 119.1 121.1 122.1 123.1 124.1 125.2 126.1 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137.1 138.1 139.1 140.7 143.1 144.1 145.1 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.1 155.1 156.2 157.1 158.1 159.1 160.2 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169 169.9 171.1 172.2 173.1 174 175.1 176.1 177.1 178.2 179.1 180.2 181.1 182.1 183.1 184 185.1 187.2 188.1 189.1 190 191.1 192.1 193.1 194.1 195.1 196.1 197.1 198 199 201 202 203.1 204.1 205.1 206.1 207.1 208.1 209.1 210.1 211.1 212.1 213.1 214.1 215 216.1 217.1 218.2 219.1 220.1 221.1 222.2 223.1 224.1 225.1 226.1 227.1 228.2 229 231.1 233.2 234.2 235.1 236.2 237.2 238.2 239.2 240.2 241.2 242.2 247.1 248.1 249.1 250.2 251.2 253.2 254.2 255.2 256.2 257.2 258.1 264.1 265.1 266.1 267.2 268.2 269.2 270.2 271.1 273.1 277.2 278.2 279.3 281.2 282.2 283.2 284.2 285.2 286.1 289.2 291.2 292.2 293.3 296.2 297.2 298.2 299.2 300.2 301.1 313 355.2 368.2 369.3 370.2 371.3 372.3 443.3 444.3 445.4,1349 2723 43416 32544 247424 16824 36080 1672 1183 2080 9912 4990 5031 1120 20088 5846 13598 24376 54112 9488 35584 4083 11518 3398 8664 4252 5611 3092 4417 9169 13410 89160 4087296 376640 442368 30232 68976 37248 23264 2119 4902 5530 5932 1082 7900 3129 6482 4419 55096 32216 77280 6988 6115 995 7995 2843 4112 3061 2334 806 10018 11666 93488 30432 144384 46024 10724 1497 6190 2166 12200 5805 2568 738 24384 13113 66112 23232 142720 46056 5874 12370 1646 1268 962 7458 1870 20384 11503 92496 17184 304704 164736 199680 25064 38624 5843 2169 3866 6214 2125 38416 3144704 554176 1450496 194816 126304 13788 4255 496 487 238 1305 607 7289 2456 140480 27600 275072 1560064 273728 74512 9996 988 478 164 527 270 1202 532 9606 6633 210304 47416 317248 59272 37240 5705 2515 357 274 415 2237 3394 1516 4909 2563 20600 4197 52216 9925 4605 498 221 309 155 4310 2372 6133 84376 39680 23624 254976 52336 24888 3624 788 186 306 480 2071 3718 10429 2832 23176 5379 33120 8603 139456 27768 12107 1602 447 538 11827 3451 91488 22592 493056 110592 50856 8276 1964 241 2802 732 2067 1019 10408 2552832 614912 244224 37176 6244 622 170 3795 1145 10820 2646 1353 209 155 154 180 243 3219 1141248 280704 112360 17816 3399 306 203 15430 3783 2001 2163712 564096 223040 37504 6617 716 152 298 379 6651 2194 1149 223 1432 455 240 ,0.06685,6.64384,0.9975,0.9969
33,Serum,HMDB00207,Oleic acid,OLE,"Oleic acid, trimethylsilyl ester",354,34.996,2228,41.05 43.15 45.05 54.05 55.05 57.05 67.05 69.05 73.05 75.05 80.05 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95.1 96.1 97.1 98.1 99.1 100.1 101 102.1 103 104 105.1 106.1 107.1 108.1 109.1 110.1 111.1 112.1 113.1 114.1 115.1 116 117 118 119.1 120.1 121.1 122.1 123.1 124.15 125.15 126.15 127.15 129.05 130.05 131.05 132.05 133.15 134.15 135.15 136.15 137.15 138.15 139.15 140.15 141.05 142.15 143.05 145.05 146.15 147.15 148.15 149.15 150.15 151.15 152.15 153.15 155.05 156.15 157.05 158.05 159.05 160.05 161.15 162.05 163.15 164.15 165.15 166.15 167.2 168.2 169.1 170.1 171.1 172.1 173.1 174.1 175.2 176.1 177.2 178.2 179.2 180.2 181.2 182.2 183.1 185.1 186.1 187.1 188.1 189.1 190.1 191.1 192.2 193.1 194.2 195.2 196.2 197.1 199.1 200.1 201.1 202.1 203.1 204 205.1 206.1 207.1 208.1 209.1 211.15 212.05 213.15 214.15 215.15 216.15 217.15 218.15 220.25 221.25 222.25 223.25 224.25 225.15 227.15 228.15 229.15 230.15 231.15 235.15 236.25 237.25 239.15 241.15 242.15 243.15 244.15 245.15 246.25 247.25 248.25 249.15 250.25 253.15 255.2 256.2 257.2 258.3 259.2 262.2 264.3 265.2 266.3 267.2 268.2 269.2 270.2 271.2 272.2 273.2 274.2 281.1 282.1 283.2 284.2 285.3 286.2 287.1 288.2 295.2 296.2 297.25 298.35 299.25 300.25 309.25 311.25 312.25 313.25 323.15 325.25 325.95 336.35 337.25 339.25 340.3 341.3 342.3 343.3 354.3 355.3 356.3 357.4,473920 362240 108472 118880 506880 138880 174528 168064 645952 637120 26520 130896 72376 105432 117864 24896 8041 5724 4193 20264 2817 23760 6419 34408 24832 109824 169664 106688 118800 24544 2571 10145 1821 4376 965 20584 5094 20320 15461 55656 59104 37496 19816 5127 1450 6179 53152 425920 44088 28792 5321 16984 6980 38664 20672 11693 3992 2524 326592 41296 55568 69992 27728 11049 10328 3666 20800 15077 4655 1326 2790 2812 17480 119480 15874 12490 4407 4221 2941 12296 13793 3477 14489 4195 9209 3739 9144 1876 4711 1839 1942 2478 7598 10269 3732 2646 10177 4958 18952 8359 9739 2991 2680 734 1228 1214 5004 30224 7125 1433 12289 38624 10358 9990 4340 1745 538 1035 537 3611 3686 1107 528 3642 37472 6665 10186 1861 978 271 522 772 4566 2302 1347 2721 587 6472 1508 2406 691 681 363 6454 7919 34720 6629 522 1804 8678 1728 2106 684 261 3617 4793 1024 1566 6675 1756 1843 463 378 1484 469 201 737 191 1454 3682 976 3477 1496 382 456 21992 4731 569 1170 359 1426 439 1816 2056 567 202 1092 292 1232 222 706 1272 289 152 2624 745 911 291 990 303 894 2622 752 662 608 774 205 262 1338 141440 38832 9968 1555 207 11467 3584 857 197 ,-0.0095,0.0006,,
24,Serum,HMDB00214,Ornithine,ORN,"Ornithine N5,N5 tetra-TMS",420,29.738,1804,41.1 43.1 44.1 45.1 59.1 73.1 74.1 75 80 80.9 82 83 83.8 84.2 85 86.15 87.15 88.05 89.05 89.85 91.05 95.15 96.05 97.05 98.05 99.15 100.05 101.05 102.05 103.15 103.85 105.05 110.15 111.15 112.05 113.15 114.05 115.05 115.95 117.05 118.05 118.95 124.05 126.15 127.15 128.05 129.05 130.05 131.1 132.1 133.1 134.1 140.1 142.1 143.1 144.1 145.1 146.1 147.1 148.1 149.1 154.1 156.1 158.2 160.1 161 169.1 172.1 174.1 175.1 176.1 186.15 187.05 188.05 189.15 191.15 198.25 200.15 201.15 202.15 203.15 204.15 207.05 208.05 214.15 215.05 216.15 217.15 218.15 219.05 219.95 221.05 241.2 258.1 259.1 260.4 303.15 420.2,2592 4511 4607 9381 5766 57936 5577 4816 215 169 238 438 176 185 877 4434 666 468 151 209 178 193 184 341 639 601 4228 755 2852 853 243 160 493 173 1038 288 1712 1169 607 819 159 294 159 683 411 1876 683 1802 1029 1147 1013 198 269 28192 3442 1542 388 845 3858 760 429 182 177 283 317 173 187 1256 12555 2207 1098 461 235 313 550 338 220 2539 576 459 436 423 322 202 1274 383 1230 449 651 230 160 169 242 434 455 173 222 286,-0.1701,0.0032,,
7,Serum,HMDB02329,Oxalate,OXA,oxalate 2TMS,234,16.973,1139,41 42.1 43.1 44 45.1 46 47 52.1 55.1 57.1 58.1 59.1 66 73.1 74 75 77.1 83.1 85.1 86.95 89.05 90.95 93.15 94.25 96.95 100.85 102.05 102.95 104.95 115.05 117.05 131.1 132.1 133 147.1 148.1 149 175 190.05 191.05 206.95 218.95,1930 1080 8216 5292 14813 1313 1793 2547 1299 2039 4711 3874 2844 38224 3753 3672 1428 257 238 384 192 257 329 173 169 191 544 561 324 311 506 897 200 734 14218 2757 1624 273 519 152 281 197,-0.0192,0.0012,,
61,Organic Acid,,Oxoglutaric acid,,,,22.381,1594.17,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48.1 49 50.3 51.1 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63 65.1 66.1 67.1 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.2 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93.1 93.9 95.1 96.1 97.1 98.1 99.1 100.1 101.1 102.1 103.1 104.1 105.1 106.1 107.1 107.9 109.1 110.1 111.1 112.1 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120 121.1 122.1 122.6 123 124.1 125.1 126.1 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137 138.1 139.1 140.1 141.1 142.1 143.1 144.6 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.1 155.1 156.1 157.1 158.1 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167 168.1 169.2 170.1 171.1 172.1 173.1 174.1 175.1 176.1 177.1 178 179 180 181.1 182.1 183.1 184.1 185.1 186.1 187.1 188.1 189.1 190.1 191.1 192.1 193.1 194 195.1 198.1 199.1 200.1 201.1 202.1 203.1 204.1 205.1 206.1 207.1 208.1 209.2 210.1 211.1 212.1 213 214.1 215.1 216.2 217.2 218.2 219.1 220.1 221.1 222.1 223.2 225 226.2 227.1 228.2 229.1 230.2 231.1 232.1 233.1 234.1 240.1 241.1 242.1 243.2 244.2 245.2 246.2 247.2 248.2 249 253 254.2 255 256.1 257.1 258.1 259.1 260.2 261.2 262.1 263.1 264.1 267.1 269 270 272.1 273.2 274.1 275.2 276.2 277.2 278.2 281 283 288.2 289.2 290.2 291.2 292.2 293.1 294.2 295.1 296 297.2 299 301.3 304.2 305.2 306.2 307.2 308.2 309 317.3 318.2 319.2 320.2 321.2 322.2 323.1 325.1 327 328.1 341.2 360.2 378 392.3 393.3 394.3 399 415.1 416 545.3 547.3,1373 2623 6329 46472 41144 198976 14320 52808 2615 1613 187 1579 4502 7418 50576 293248 22384 18176 64288 139648 22480 56920 3983 2219 320 3351 2992 9421 5418 21928 14309 111904 3392512 349760 896960 62768 34552 1619 721 14122 12775 100536 9156 93912 18416 23936 8547 8779 345600 29664 31848 2292 2360 847 2050 4418 4014 16192 14343 24488 14843 16038 22736 4176 20552 2170 1643 451 7099 9528 19000 332800 30600 7292 38352 12978 32472 5971 14167 1732 1584 448 463 624 3503 26664 226624 45456 42880 72376 22512 60256 19584 173568 25408 20456 2341 1316 10863 5045 9832 3388 19032 20544 216320 1787392 283392 183936 20504 6910 3038 10192 138304 31944 877760 114056 70312 25496 17392 6480 2106 41600 6751 4588 1522 602 3280 5127 390208 59352 134080 64808 41440 11339 4772 1891 447 365 590 1003 51512 50000 38024 8929 544640 76008 29776 4716 18776 4158 2200 719 341 359 2076160 306816 129480 152704 600960 93368 30872 4402 832 1490 386 259 399 207 932 1649 9525 3142 14937 7020 2991 1069 406 732 151 168 210 893 5256 17232 584064 99992 34488 5408 1287 317 299 332 5337 14539 255552 61488 27168 4995 1254 601 243 263 164 302 553 923 455 12352 3163 2563 465 446 222 163 263 59688 42176 13441 4116 3053 621 284 315 156 1020928 230656 100352 15136 2976 446 176 348 161 171 241 194 962624 219520 95976 14852 3146 282 164 1547 92072 24928 9730 1646 375 168 293 181 174 206 242 3509 1003 551 150 600 179 508 199 ,0.00936,2.13728,0.9944,0.993
64,Organic Acid,,p-Hydroxybenzoic acid ,,,,23.196,1636.41,41 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50.1 51.1 52.1 53.1 54 55.1 56 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64.1 65.1 66.1 67 68.1 69.1 70.1 71.1 72.2 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94 95.1 96.1 97.1 98.1 99 100.1 101.1 102.1 103.1 104.1 105.1 106.1 107.1 108.1 109.1 110.1 111.1 111.8 113 114 115 116 117.1 118.1 119.1 120.1 121.1 122.1 123.1 124.1 126.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137.1 138.1 139 140 141.1 142 143 144 145.1 146.1 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.1 155.1 156.1 157.1 158 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169.1 170 171.1 173.1 174 175.1 176.1 177.1 178.1 179.1 180.1 181.1 182.1 183.1 184.1 185 189.1 190.2 191.1 192.2 193.1 194.1 195.1 196.1 197.1 198.1 202.1 203.1 205.1 206.2 207.1 208.1 209.1 210.1 211.2 212.1 217.1 218 219.1 220.2 221.2 223.2 224.2 225.2 226.2 227.2 228.2 231.2 233 234.2 235.2 236.2 237.1 238.1 239.1 240.2 241 247.1 249 250.2 251.2 252.2 253.2 254.2 255.1 262.1 263.1 264.3 265.2 267.2 268.2 269.2 270.2 271.2 272.1 279.2 281.2 282.2 283.2 284.2 285.2 286.2 287.2 296.2 341.2 355.2 356.3 357.2 505.2 506.3 549.4,607 1321 24184 16504 117368 8114 12985 714 506 9250 4328 3683 5024 1228 5883 1528 6941 8016 31248 7343 14684 3106 11255 12593 13084 11625 7714 3806 7551 4980 11844 22080 1217024 117488 129208 48960 27704 11659 13614 1347 8852 10176 16488 9517 20640 2017 4503 3071 94720 33040 125280 38384 22000 2979 17552 15856 12113 8031 6058 585 2130 2668 52304 71688 52928 7376 16720 3198 14763 3121 47024 11024 2410 449 12245 2346 17288 47840 56856 25336 56200 22176 12568 2572 649728 2395 1051 33216 7079 98536 24600 178240 25320 18712 1926 2214 399 1379 315 4586 956 11133 2923 158720 39656 172992 53184 70928 9532 3920 489 1422 329 3076 636 1752 518 6915 4876 43152 14895 25720 12714 5141 1095 760 181 327 274 223 2765 1522 46640 17464 134208 23528 28672 4845 2450 235 194 1788 1959 80720 40248 2808320 477056 184640 23080 4921 668 161 511 4993 4556 255744 55504 48744 9156 2890 585 340 210 1906 2835 42176 3898880 919936 367552 54168 9132 721 227 680 281 1600 1238 52016 12676 5412 943 249 288 633 386 16632 5599 3661 884 308 165 652 1319 17728 5185024 1351168 558336 86992 15537 1574 1025 174016 1521664 389696 151872 24224 4445 499 659 211 1040 313 256 316 194 214 ,0.0583,3.75051,0.9834,0.9793
108,Saliva,NA,p-Hydroxybenzoic acid-2TMS,NA,p-Hydroxybenzoic acid-2TMS,NA,,1646,43.05 45.05 59.05 73.05 74.05 75.05 80.05 81.1 82 83.1 84.1 85 86 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95 96.1 97 98 99 100 101 102.1 103 104 105 106 107 108 109 110 111 113 115 116 117 118 119 120 121 122 123 124.05 126.05 129.05 130.05 131.05 132.15 133.05 134.05 135.05 136.05 137.05 137.95 139.05 140.95 142.25 143.05 143.95 145.05 147.05 148.05 149.05 150.05 151.05 152.05 152.95 153.95 154.95 157.05 158.15 159.05 160.95 162.05 163.05 164.05 165.05 166.05 166.95 168 169.1 175.1 177 178.1 179 180 181 182.1 182.9 188.9 191 193 194 195 196 197 205 207 208 209 210 211.15 219.05 221.05 223.05 224.05 225.05 226.05 227.05 237.05 238.05 239.05 251.05 252.05 252.95 265.1 267.1 268.1 269.1 270.1 271.1 281.2 282.1 283.1 284.1 285.1 286,96024 270272 48632 719872 70352 95024 1877 6801 3866 13730 3496 16824 1752 4721 1746 39920 20112 79016 48600 20792 3067 17240 7455 6919 2217 4571 550 2885 2905 29104 24440 38152 6495 14131 2738 8083 1298 7558 1146 8395 1655 7896 9387 19392 15785 22552 15329 7581 1473 51024 712 322 7735 2029 31064 7360 52904 7936 6567 911 603 434 195 1218 276 2485 26824 8412 37904 12529 50624 7279 2627 370 331 1621 245 436 1675 1102 8748 2810 7360 6374 2233 522 180 930 9750 3982 50152 7890 8175 1278 489 301 12099 384768 77256 29288 3855 655 606 29560 6284 5928 1512 449 207 3679 377856 84376 35840 5216 711 4880 1276 484 1360 453 389 1141 429568 102880 42472 6689 1348 14040 101824 26992 10316 1532 290 ,,,,
107,Saliva,NA,p-Hydroxyphenylacetic acid-2TMS,NA,p-Hydroxyphenylacetic acid-2TMS,NA,,1622,43.05 45.05 47.05 59.05 61.05 73.05 74.05 75.05 80.05 81.1 82.1 83.1 84.1 85.1 86.1 87.1 89.1 90.1 91.1 92 93.1 94.1 95.1 96.1 97 98 99.1 100.1 101 102.1 103.1 104.1 105.1 106.1 107.1 108 109 110 111 112 113 113.9 115 116 117 118 119 120 121 122 123 124.05 125.05 126.05 127.05 128.05 129.05 130.15 131.05 133.05 133.95 135.05 136.05 137.05 138.05 139.05 140.45 141.05 143.05 144.05 145.05 147.05 148.05 149.05 150.05 151.05 152.05 153.05 153.95 155.05 157.05 159.05 161.05 162.05 163.05 164.05 165.05 166.05 167.1 168.1 169.1 171.1 172 173 175.1 176.1 177.1 178.1 179.1 180.1 181 182.1 183 187.1 189 191 192 193 194 195 196 197 203 204.1 205 206 207 208 209 210 211.05 211.95 217.05 217.95 219.05 220.15 221.05 222.05 223.05 224.05 225.05 226.05 227.05 233.05 234.05 235.05 236.15 237.05 238.05 239.05 239.95 246.95 248.95 250.05 252.05 253.05 254.2 255.1 256 265.1 266 267.2 268 268.9 279.1 281.1 282.1 283.1 284.1 285.1 296.1 297.15 298.15 299.15 300.15 369.1,142656 477248 142848 77184 73936 2285056 223936 645312 2233 5749 12673 11633 1693 9741 1904 5453 120624 64112 36360 4114 8198 1313 12345 3396 3938 1513 9495 1060 5009 10300 45560 21696 149824 16896 20264 3388 11892 1989 3385 576 1407 365 14132 6008 38120 7897 24728 4706 24928 3967 5770 803 1320 401 544 546 1723 1119 18608 73304 14355 62376 8875 14466 1870 833 242 261 1897 666 8636 298432 55136 142720 20840 11025 1186 667 167 221 597 2213 43896 10007 61224 424192 80392 21512 3442 280 167 325 163 694 7436 2348 38872 7913 71464 39632 11776 2641 574 251 1826 113656 19080 18288 3337 7327 1432 554 562 357 1820 6297 8380 7563 14084 3049 1444 271 210 161 1834 713 5537 1197 4573 1321 6814 1470 544 909 406 2510 2051 20480 4738 2098 376 286 1684 541 72824 19240 7128 1213 179 8377 2000 1583 407 151 313 169472 43264 16139 2635 542 167744 44608 17648 2874 584 237 ,,,,
29,Serum,HMDB00220,Palmitic acid,C16,C16_Hexadecanoic acid,0,32.939,2052,41 42 43 44 45 47 53 55 56 57 69 73 74 75 76 81 82 83 84 84.9 85.9 89.05 93.05 95.05 97.05 97.95 98.95 100.95 104.95 115.95 116.95 117.95 118.95 128.95 129.95 130.95 131.95 132.95 143 145 158.9 171 184.95 313.15 314.15 315.05,49592 11263 65824 3829 9929 4894 2907 21536 4782 15638 5606 47240 5549 38416 2975 2324 530 2707 1041 1167 768 878 592 2439 2200 1267 1028 902 660 2017 13145 1314 886 12001 1532 2483 4044 735 1058 3456 688 635 575 10000 2335 750,0.0306,0.0015,,
